Word,Substitute,Frequency,Length
ಕಳುಹಿಸಿಬಿಡುತ್ತಾರೆಸುತ್ತಲೂ,ಕಳುಹಿಸಿ ಬಿಡುತ್ತಾರೆ ಸುತ್ತಲೂ,1,24
ಪ್ರಾರಂಭವಾಯಿತುಮೆಣಸಿಕಾಯಿಯು,ಪ್ರಾರಂಭವಾಯಿತು ಮೆಣಸಿಕಾಯಿಯು,1,24
ಕಾಯುತ್ತಿರುತ್ತಾರೆಆರ್ಯಳಿಗೆ,ಕಾಯುತ್ತಿರುತ್ತಾರೆ ಆರ್ಯಳಿಗೆ,1,24
ಇಟ್ಟುಕೊಳ್ಳುತ್ತಿದ್ದವರದ್ದು,ಇಟ್ಟು ಕೊಳ್ಳುತ್ತಿದ್ದವರದ್ದು,1,24
ಕಿಟ್ಟುವನ್ನುಅಪ್ಪಿಕೊಳುತ್ತಾ,ಕಿಟ್ಟುವನ್ನು ಅಪ್ಪಿಕೊಳುತ್ತಾ,1,24
ರಕ್ಕಸಗಾತ್ರದಲ್ಲಿದ್ದುವೆಂದು,ರಕ್ಕಸಗಾತ್ರದಲ್ಲಿದ್ದುವೆಂದು,1,24
ಬಲಿಷ್ಠವಾಗಿತಪ್ಪಿಸಿಕೊಳ್ಳಲೇ,ಬಲಿಷ್ಠವಾಗಿ ತಪ್ಪಿಸಿಕೊಳ್ಳಲೇ,1,24
ವಿಶ್ರಮಿಸಿಕೊಳ್ಳುತ್ತಿದ್ದರು,ವಿಶ್ರಮಿಸಿಕೊಳ್ಳುತ್ತಿದ್ದರು,1,24
ಆರಂಭಿಸಬೇಕಿತ್ತುಸ್ಕೊಪಿಮೆರಾ,ಆರಂಭಿಸಬೇಕಿತ್ತು ಸ್ಕೊಪಿಮೆರಾ,1,24
ತೆಗೆಯುತ್ತಿದ್ದರುಪಕ್ಕದಲ್ಲಿ,ತೆಗೆಯುತ್ತಿದ್ದರು ಪಕ್ಕದಲ್ಲಿ,1,24
ಹಾಡುತ್ತಿದ್ದವುಅವುಗಳೊಂದಿಗೆ,ಹಾಡುತ್ತಿದ್ದವು ಅವುಗಳೊಂದಿಗೆ,1,24
ಬಚ್ಚಿಟ್ಟುಕೊಳ್ಳುತ್ತಿದ್ದವು,ಬಚ್ಚಿಟ್ಟು ಕೊಳ್ಳುತ್ತಿದ್ದವು,1,24
ಖಚಿತಪಡಿಸಿಕೊಳ್ಳುತ್ತಿದ್ದಳು,ಖಚಿತ ಪಡಿಸಿ ಕೊಳ್ಳುತ್ತಿದ್ದಳು,1,24
ತುಂಬಿಸಿಕೊಳ್ಳುತ್ತಿದ್ದಾನೆ,ತುಂಬಿಸಿ ಕೊಳ್ಳುತ್ತಿದ್ದಾನೆ,1,23
ಖಗೋಳಶಾಸ್ತ್ರಜ್ಞರಾಗಿದ್ದನು,ಖಗೋಳ ಶಾಸ್ತ್ರಜ್ಞರಾಗಿದ್ದನು,1,23
ಪರಿಮಳದುದಕವನೆರೆಧವರಾರಯ್ಯಾ,ಪರಿಮಳದುದಕವನೆರೆಧವರಾರಯ್ಯಾ,1,23
ಮಕಣೆತ್ಯ್‌ಗೌಂದ್ಲಿಳಕೆಯವರು,ಯವರು,1,23
ಗಟ್ಟಿಗೊಳಿಸಿಕೊಳ್ಳುತ್ತಾರೆ,ಗಟ್ಟಿಗೊಳಿಸಿಕೊಳ್ಳುತ್ತಾರೆ,1,23
ನೆರೆತೊರೆಗಳಿಗಂಜಿದಡೆಂತಯ್ಯ,ನೆರೆತೊರೆಗಳಿಗಂಜಿದಡೆಂತಯ್ಯ,2,23
ಸಂತೋಷಪಡುತ್ತದೆಬರ್ಫಿಯನ್ನು,ಸಂತೋಷ ಪಡುತ್ತದೆ ಬರ್ಫಿಯನ್ನು,1,23
ಹಾಕುವಚಿಕ್ಕಮ್ಮಬಟ್ಟೆಗಳಿಗೆ,ಹಾಕುವ ಚಿಕ್ಕಮ್ಮ ಬಟ್ಟೆಗಳಿಗೆ,2,23
ಕುಪ್ಪಳಿಸಬಹುದಾಗಿತ್ತುಒಂದು,ಕುಪ್ಪಳಿಸಬಹುದಾಗಿತ್ತು ಒಂದು,1,23
ಪೊಡೆಯೆಡೆಯಿಂದಬರುತ್ತಿದೆಲಾ,ಪೊಡೆಯೆಡೆಯಿಂದ ಬರುತ್ತಿದೆಲಾ,1,23
ಕಟ್ಟಿರಲಿಲ್ಲದಾರಿಯಲ್ಲಿದ್ದ,ಕಟ್ಟಿರಲಿಲ್ಲ ದಾರಿಯಲ್ಲಿದ್ದ,1,23
ಬಡಿಯುತ್ತಿದ್ದತಂಗಾಳಿಯನ್ನು,ಬಡಿಯುತ್ತಿದ್ದ ತಂಗಾಳಿಯನ್ನು,1,23
ನೀರೆರಚಿಕೊಳ್ಳುತ್ತಾರೆಇಂದು,ನೀರೆರಚಿಕೊಳ್ಳುತ್ತಾರೆ ಇಂದು,1,23
ಖುಷಿಯಾಗಿರುತ್ತಿದ್ದಳುಒಂದು,ಖುಷಿಯಾಗಿರುತ್ತಿದ್ದಳು ಒಂದು,1,23
ರುಮ್ನಿಯಾಳನ್ನುಕಳೆದುಕೊಂಡು,ರುಮ್ನಿಯಾಳನ್ನು ಕಳೆದುಕೊಂಡು,1,23
ಅಸಾಧ್ಯವಾಗಿತ್ತುನಿಜವೆಂದರೆ,ಅಸಾಧ್ಯವಾಗಿತ್ತು ನಿಜವೆಂದರೆ,1,23
ಕಾವಲುಗಾರರುಕೊಟ್ಟಿದ್ದನ್ನು,ಕಾವಲುಗಾರರು ಕೊಟ್ಟಿದ್ದನ್ನು,1,23
ಅದಕ್ಕೇಅಂಟಿಕೊಂಡಿತುಇದನ್ನು,ಅದಕ್ಕೇ ಅಂಟಿಕೊಂಡಿತು ಇದನ್ನು,1,23
ಕಾಡುನಾಯಿಗಳಂತೆನಿಶಾಚರಿಗಳು,ಕಾಡುನಾಯಿಗಳಂತೆ ನಿಶಾಚರಿಗಳು,1,23
ನಗಲಾರಂಭಿಸಿದರುಬಾಳೆಗಿಡಗಳು,ನಗಲಾರಂಭಿಸಿದರು ಬಾಳೆಗಿಡಗಳು,1,23
ತೋರಿಸಿಕೊಳ್ಳಬೇಕಿತ್ತುಅವನು,ತೋರಿಸಿಕೊಳ್ಳಬೇಕಿತ್ತು ಅವನು,1,23
ನಿಧಾನವಾಗಿಉಸಿರೆಳೆದುಕೊಂಡು,ನಿಧಾನವಾಗಿ ಉಸಿರೆಳೆದುಕೊಂಡು,1,23
ಕೈಗೆತ್ತಿಕೊಂಡಳುಅದಕ್ಕೊಂದು,ಕೈಗೆತ್ತಿಕೊಂಡಳು ಅದಕ್ಕೊಂದು,1,23
ಇರುವೆಯವರೆಗೂನಮ್ಮೆಲ್ಲರಿಗೂ,ಇರುವೆ ಯವರೆಗೂನಮ್ಮೆಲ್ಲರಿಗೂ,1,23
ಶಕ್ತಿಯನ್ನಾಗಿಪರಿವರ್ತಿಸಲು,ಶಕ್ತಿಯನ್ನಾಗಿ ಪರಿವರ್ತಿಸಲು,1,23
ಹಲ್ಲುಗಳನ್ನುಸ್ವಚ್ಛಗೊಳಿಸಿ,ಹಲ್ಲುಗಳನ್ನು ಸ್ವಚ್ಛಗೊಳಿಸಿ,1,23
ಮನಸ್ಸಾಗುತ್ತಿದೆಯೆಹಾಗಾದರೆ,ಮನಸ್ಸಾಗುತ್ತಿದೆಯೆ ಹಾಗಾದರೆ,1,23
ಹಾಡುತ್ತದೆಸ್ನೇಹಿತರೊಂದಿಗೆ,ಹಾಡುತ್ತದೆ ಸ್ನೇಹಿತರೊಂದಿಗೆ,1,23
ದಾಲಿಯಾಅವಲಕ್ಕಿಊಟಕೆಂಪಕ್ಕಿ,ದಾಲಿಯಾ ಅವಲಕ್ಕಿ ಊಟಕೆಂಪಕ್ಕಿ,1,23
ಏನಾಗುತ್ತಿತ್ತೋಜೋಡಿಗಳನ್ನು,ಏನಾಗುತ್ತಿತ್ತೋ ಜೋಡಿಗಳನ್ನು,1,23
ಗೆಳೆತನದಿಂದಜನಪ್ರಿಯರಾದವರು,ಗೆಳೆತನದಿಂದ ಜನಪ್ರಿಯರಾದವರು,1,23
ಮಾಂಸವನ್ನುಮನೆಯಾಗಿಸಿಕೊಂಡು,ಮಾಂಸವನ್ನು ಮನೆಯಾಗಿಸಿಕೊಂಡು,1,23
ಹಿಡಿದುತಿನ್ನುತ್ತವೆಏಡಿಗಳು,ಹಿಡಿದು ತಿನ್ನುತ್ತವೆ ಏಡಿಗಳು,1,23
ಸ್ಪಷ್ಟವಾಗಿಕೇಳಿಸಿಕೊಳ್ಳಲು,ಸ್ಪಷ್ಟವಾಗಿ ಕೇಳಿಸಿಕೊಳ್ಳಲು,1,23
ಸಿಡಿಮಿಡಿಗೊಳ್ಳುತ್ತಿದ್ದರು,ಸಿಡಿಮಿಡಿಗೊಳ್ಳುತ್ತಿದ್ದರು,1,23
ಫಟ್‌ಫಟ್‌ಟುಕ್‌ಟುಕ್‌ಟುಕ್‌,Delete,1,23
ಸ್ವಿಟ್ಸರ್ಲ್ಯಾಂಡ್‌ಗಳನ್ನು,ಸ್ವಿಟ್ಸರ್ಲ್ಯಾಂಡ್‌ಗಳನ್ನು,1,23
ಕಣ್ಮರೆಯಾಗುತ್ತಿರುವುದರಿಂದ,ಕಣ್ಮರೆಯಾಗುತ್ತಿರುವುದರಿಂದ,1,23
ಸಿಂಗರಿಸಿಕೊಳ್ಳತೊಡಗುತ್ತವೆ,ಸಿಂಗರಿಸಿಕೊಳ್ಳತೊಡಗುತ್ತವೆ,1,23
ಬಚ್ಚಿಟ್ಟುಕೊಳ್ಳುತ್ತಿತ್ತು,ಬಚ್ಚಿಟ್ಟುಕೊಳ್ಳುತ್ತಿತ್ತು,1,23
ತೆಗೆದುಕೊಳ್ಳುತ್ತಿದ್ದನಂತೆ,ತೆಗೆದುಕೊಳ್ಳುತ್ತಿದ್ದ ನಂತೆ,1,23
ಆಗ್ರಹಿಸುತ್ತಿದ್ದರುಮಕ್ಕಳು,ಆಗ್ರಹಿಸುತ್ತಿದ್ದರು ಮಕ್ಕಳು,1,23
ಹತ್ತಬೇಕಿತ್ತುಮುತ್ತಜ್ಜಿಯು,ಹತ್ತಬೇಕಿತ್ತು ಮುತ್ತಜ್ಜಿಯು,1,23
ಇಲ್ಲಿವೆಮಹಾರಾಜಮಹಾರಾಣಿಯವರ,ಇಲ್ಲಿವೆ ಮಹಾರಾಜ ಮಹಾರಾಣಿಯವರ,1,23
ಬಳಸುತ್ತಾರೆಕಿತ್ತಳೆಚಳಿಗಾಲ,ಬಳಸುತ್ತಾರೆ ಕಿತ್ತಳೆ ಚಳಿಗಾಲ,1,23
ಬಂದಿರಬೇಕುಆಂಗ್ಲಭಾಷೆಯಲ್ಲಿ,ಬಂದಿರಬೇಕು ಆಂಗ್ಲಭಾಷೆಯಲ್ಲಿ,1,23
ಬಿಡಿಸಿಕೊಳ್ಳುತ್ತೇನೆಅಗತ್ಯ,ಬಿಡಿಸಿಕೊಳ್ಳುತ್ತೇನೆ ಅಗತ್ಯ,1,23
ಕೊಂಡೊಯ್ಯಲಾಗುವುದಿಲ್ಲವಲ್ಲ,ಕೊಂಡೊಯ್ಯಲಾಗುವುದಿಲ್ಲವಲ್ಲ,1,23
ಎನ್ನುತ್ತಿದ್ದೀಯೆನಾನಿನ್ನು,ಎನ್ನುತ್ತಿದ್ದೀಯೆ ನಾನಿನ್ನು,1,23
ಸೂರ್ಯಾಸ್ತವಾಗುತ್ತಿದ್ದಂತೆ,ಸೂರ್ಯಾಸ್ತವಾಗುತ್ತಿದ್ದಂತೆ,1,23
ಖರೀದಿಸಿಟ್ಟುಕೊಳ್ಳುತ್ತಾರೆ,ಖರೀದಿಸಿಟ್ಟುಕೊಳ್ಳುತ್ತಾರೆ,1,23
ತಾಗಿಸಿಕೊಳ್ಳುವುದರಲ್ಲಿದ್ದ,ತಾಗಿಸಿಕೊಳ್ಳುವುದರಲ್ಲಿದ್ದ,1,23
ಪರಿವರ್ತನೆಗೊಳ್ಳುತ್ತಿತ್ತು,ಪರಿವರ್ತನೆಗೊಳ್ಳುತ್ತಿತ್ತು,1,23
ಸ್ನೇಹಿತರನ್ನಾಗಿಸಿಕೊಳ್ಳಲು,ಸ್ನೇಹಿತರನ್ನಾಗಿಸಿಕೊಳ್ಳಲು,1,23
ನೆನೆಪಿಸಿಕೊಳ್ಳುತ್ತಿದ್ದಳು,ನೆನೆಪಿಸಿಕೊಳ್ಳುತ್ತಿದ್ದಳು,1,23
ಕಣ್ತುಂಬಿಕೊಳ್ಳುತ್ತಿದ್ದಾಗ,ಕಣ್ತುಂಬಿಕೊಳ್ಳುತ್ತಿದ್ದಾಗ,1,23
ಅಂಚೆಪತ್ರಕಂತೆತಿಂಡಿಪೊಟ್ಟಣ,ಅಂಚೆಪತ್ರ ಕಂತೆ ತಿಂಡಿ ಪೊಟ್ಟಣ,1,23
ಇತ್ಯಾದಿಗಳನ್ನೆಬ್ಬಿಸಿದರೆ,ಇತ್ಯಾದಿಗಳನ್ನೆಬ್ಬಿಸಿದರೆ,1,22
ಸಮುದ್ರದಲ್ಹೋಡಾಡುತ್ತಿದ್ದ,ಸಮುದ್ರದಲ್ಹೋಡಾಡುತ್ತಿದ್ದ,1,22
ಹುಡುಕಿಕೊಳ್ಳಬೇಕಾಗುತ್ತದೆ,ಹುಡುಕಿಕೊಳ್ಳಬೇಕಾಗುತ್ತದೆ,1,22
ತೆಗೆದುಕೊಳ್ಳುವಂತಿರಲಿಲ್ಲ,ತೆಗೆದುಕೊಳ್ಳುವಂತಿರಲಿಲ್ಲ,1,22
ಚೆನ್ನಮಲ್ಲಿಕಾರ್ಜುನಯ್ಯನು,ಚೆನ್ನಮಲ್ಲಿಕಾರ್ಜುನಯ್ಯನು,1,22
ಮಾತುಗಳನ್ನಾಡುತ್ತಿದ್ದೀಯೆ,ಮಾತುಗಳನ್ನಾಡುತ್ತಿದ್ದೀಯೆ,1,22
ಪಂಜರದೊಳಗಿಡುತ್ತಿದ್ದನ್ನು,ಪಂಜರದೊಳಗಿಡುತ್ತಿದ್ದನ್ನು,1,22
ಬಧನದಲ್ಲಿಟ್ಟುಕೊಡಿದ್ದವನು,ಬಧನದಲ್ಲಿಟ್ಟು ಕೊಡಿದ್ದವನು,1,22
ಕುಳಿತುಕೊಳ್ಳುತ್ತಿದ್ದೆವು,ಕುಳಿತುಕೊಳ್ಳುತ್ತಿದ್ದೆವು,1,22
ತದ್ವಿರುದ್ಧವಾದುದಾಗಿತ್ತು,ತದ್ವಿರುದ್ಧವಾದುದಾಗಿತ್ತು,1,22
ತಲೆಬಾಗಿಸಿಕೊಡಿರುವುದನ್ನು,ತಲೆ ಬಾಗಿಸಿ ಕೊಡಿರುವುದನ್ನು,1,22
ಹತ್ತಿಕ್ಕಬಲ್ಲವರಾಗಿದ್ದರು,ಹತ್ತಿಕ್ಕ ಬಲ್ಲವರಾಗಿದ್ದರು,1,22
ತಿವಿಯಬೇಕೆನ್ನುವಷ್ಟರಲ್ಲಿ,ತಿವಿಯಬೇಕೆನ್ನುವಷ್ಟರಲ್ಲಿ,1,22
ಕಲುಷಿತಗೊಳಿಸುತ್ತಿದ್ದೇವೆ,ಕಲುಷಿತಗೊಳಿಸುತ್ತಿದ್ದೇವೆ,2,22
ಚಿಂತೆಯಲಿದ್ದವರೊಬ್ಬರನ್ನು,ಚಿಂತೆಯಲಿದ್ದವರೊಬ್ಬರನ್ನು,2,22
ಸ್ವಾತಂತ್ರ್ಯಜ್ಯೋತಿಯಲ್ಲಿ,ಸ್ವಾತಂತ್ರ್ಯ ಜ್ಯೋತಿಯಲ್ಲಿ,1,22
ನಾನುತೆಗೆದುಕೊಳ್ಳುತ್ತೇನೆ,ನಾನುತೆಗೆದುಕೊಳ್ಳುತ್ತೇನೆ,1,22
ನಗರ್ರಸಜ್ಜೆಯ್ನಆಧ್ಯಕ್ಷರು,ನಗರ್ರಸಜ್ಜೆಯ್ನ ಆಧ್ಯಕ್ಷರು,1,22
ಸಿಹಿಯಾಗಿರಬಹುಧ್ಳ್ಮನಿನ್ನ,ಸಿಹಿಯಾಗಿರಬಹುಧ್ಳ್ಮ ನಿನ್ನ,1,22
ಕೊಚ್ಚಿಕೊಳ್ಳುತ್ತಿದ್ದಿಯಾ,ಕೊಚ್ಚಿಕೊಳ್ಳುತ್ತಿದ್ದಿಯಾ,1,22
ಸರೆದ್ಧಿಮುಂದುವರಿಯುವಿಕೆಃ,ಸರೆದ್ಧಿ ಮುಂದುವರಿಯುವಿಕೆ,1,22
ಎತ್ತಿಕೊಂಡಿತುಕುತ್ತಿಗೆಗೆ,ಎತ್ತಿಕೊಂಡಿತು ಕುತ್ತಿಗೆಗೆ,1,22
ಕಷ್ಟವಾಗುತ್ತಿರಲಿಲ್ಲಒಂದು,ಕಷ್ಟವಾಗುತ್ತಿರಲಿಲ್ಲ ಒಂದು,1,22
ಮೃದುವಾಗಿದ್ದರೆಏನೆನೆಲ್ಲಾ,ಮೃದುವಾಗಿದ್ದರೆ ಏನೆನೆಲ್ಲಾ,1,22
ಹಠಬಿಡಲಿಲ್ಲಆನೆಯಬೆನ್ನೇರಿ,ಹಠ ಬಿಡಲಿಲ್ಲ ಆನೆಯ ಬೆನ್ನೇರಿ,1,22
ಮೆರವಣಿಗೆಹೋಗುತ್ತಿದ್ದಾವಾ,ಮೆರವಣಿಗೆ ಹೋಗುತ್ತಿದ್ದಾವಾ,1,22
ಪರೀಕ್ಷಿಸಿದರುಎಲ್ಲಕ್ಕಿಂತ,ಪರೀಕ್ಷಿಸಿದರು ಎಲ್ಲಕ್ಕಿಂತ,1,22
ಕಾಣಿಸುತ್ತಿವೆಕಿಟಕಿಯಲ್ಲಿ,ಕಾಣಿಸುತ್ತಿವೆ ಕಿಟಕಿಯಲ್ಲಿ,1,22
ಮಾಡುತ್ತೀರಪ್ಪಶ್‌ಮನೋಹರ್‌,ಮಾಡುತ್ತೀರ ಪ್ಪಶ್‌ ಮನೋಹರ್‌,1,22
ನಡೆಯಲುಆಗುತ್ತಿರಲಿಲ್ಲಇದು,ನಡೆಯಲು ಆಗುತ್ತಿರಲಿಲ್ಲ ಇದು,1,22
ಬೈಯುವುದನ್ನುನಿಲ್ಲಿಸಿದಳು,ಬೈಯುವುದನ್ನು ನಿಲ್ಲಿಸಿದಳು,1,22
ತಾರುಗಳುನೇತಾಡುತ್ತಿದ್ದವು,ತಾರುಗಳು ನೇತಾಡುತ್ತಿದ್ದವು,1,22
ರುಮ್ನಿಯಾಮಾಡಬೇಕಾದ್ದನ್ನು,ರುಮ್ನಿಯಾ ಮಾಡಬೇಕಾದ್ದನ್ನು,1,22
ಸುಲಭರೀತಿಯಾಗಿತ್ತುಅದನ್ನೇ,ಸುಲಭರೀತಿ ಯಾಗಿತ್ತು ಅದನ್ನೇ,1,22
ಷರಟಿಗೆಕಟ್ಟಿದ್ದಾಳೆಎಲ್ರೂ,ಷರಟಿಗೆ ಕಟ್ಟಿದ್ದಾಳೆ ಎಲ್ರೂ,1,22
ಕೂದಲಲ್ಲೂಅಡಗಿರುವೆಗುಮ್ಮನ,ಕೂದಲಲ್ಲೂ ಅಡಗಿರುವೆ ಗುಮ್ಮನ,1,22
ಆಕಾರದಲ್ಲಿಯೂಆಯಸ್ಕಾಂತಗಳು,ಆಕಾರದಲ್ಲಿಯೂ ಆಯ ಸ್ಕಾಂತಗಳು,1,22
ಹೋಗುತ್ತಿದ್ದವುಸ್ನೌರಿಕನೂ,ಹೋಗುತ್ತಿದ್ದ ವುಸ್ನೌರಿಕನೂ,1,22
ಹೊರಟಿರುವೆಕಣ್ಣಾಮುಚ್ಚಾಲೆ,ಹೊರಟಿರುವೆ ಕಣ್ಣಾಮುಚ್ಚಾಲೆ,1,22
ಚಿಕ್ಕಪ್ಪಇದ್ದಕ್ಕಿದ್ದಂತೆ,ಚಿಕ್ಕಪ್ಪ ಇದ್ದಕ್ಕಿದ್ದಂತೆ,1,22
ಪಕ್ಷಿಗಳುಪುಸ್ತಕದಲ್ಲಿರುವ,ಪಕ್ಷಿಗಳು ಪುಸ್ತಕದಲ್ಲಿರುವ,1,22
ಗೊತ್ತಾಯಿತಲ್ಲ್ರಾನೋಡಜ್ಜಿ,ಗೊತ್ತಾಯಿತಲ್ಲ್ರಾ ನೋಡಜ್ಜಿ,1,22
ಚಿತ್ರಬರೆಯಬಲ್ಲಿರಿಸ್ವಲ್ಪ,ಚಿತ್ರ ಬರೆಯ ಬಲ್ಲಿರಿ ಸ್ವಲ್ಪ,1,22
ಚಿತ್ರಮೂಡಿಸುತ್ತಿದ್ದಳುಆಗ,ಚಿತ್ರ ಮೂಡಿಸುತ್ತಿದ್ದಳು ಆಗ,1,22
ವಸ್ತುಗಳುತುಂಬಿದ್ದವುಅಮ್ಮ,ವಸ್ತುಗಳು ತುಂಬಿದ್ದವು ಅಮ್ಮ,1,22
ಅವಳುಮುಗುಳ್ನಕ್ಕಳುಸ್ವಲ್ಪ,ಅವಳು ಮುಗುಳ್ನಕ್ಕಳು ಸ್ವಲ್ಪ,1,22
ಕೆಡುತ್ತದೆಅಯ್ಯೋಹಲ್ಲುಗಳು,ಕೆಡುತ್ತದೆ ಅಯ್ಯೋ ಹಲ್ಲುಗಳು,1,22
ಕಾರ್ಬೊಹೈಡ್ರೇಟ್‌ಗೆಲುವಿನ,ಕಾರ್ಬೊಹೈಡ್ರೇಟ್‌ ಗೆಲುವಿನ,1,22
ತಯಾರಿಸಿಕೊಳ್ಳುತ್ತವೆನಾವು,ತಯಾರಿಸಿಕೊಳ್ಳುತ್ತವೆ ನಾವು,1,22
ದೇಹಕ್ಕೆಕಾಬ್ರೋಹೈಡ್ರೇಟ್‌,ದೇಹಕ್ಕೆ ಕಾಬ್ರೋಹೈಡ್ರೇಟ್‌,1,22
ಹಾಗೂದುಷ್ಪರಿಣಾಮವನ್ನುಂಟು,ಹಾಗೂ ದುಷ್ಪರಿಣಾಮವನ್ನುಂಟು,1,22
ಆಶ್ಚರ್ಯವಾಗುತ್ತದೆಬೆಳಗಿನ,ಆಶ್ಚರ್ಯವಾಗುತ್ತದೆ ಬೆಳಗಿನ,1,22
ಹುಶ್ಶ್‌ಅಬ್ಬಪೈಲ್ವಾನನಿಗೆ,ಹುಶ್ಶ್‌ಅಬ್ಬಪೈಲ್ವಾ ನನಿಗೆ,1,22
ಜೆದರಿಸಿಓಡಿಸುವುದುಚಟಾಕಿಯ,ಜೆದರಿಸಿ ಓಡಿಸುವುದು ಚಟಾಕಿಯ,1,22
ಎಂದುಕೊಂಡಇದ್ದಕ್ಕಿದ್ದಂತೆ,ಎಂದುಕೊಂಡ ಇದ್ದಕ್ಕಿದ್ದಂತೆ,1,22
ಸಂದರ್ಭಗಳಲ್ಲಿಜೇನುನೊಣಗಳು,ಸಂದರ್ಭಗಳಲ್ಲಿ ಜೇನುನೊಣಗಳು,1,22
ಬಸವನಹುಳುಗಳುಬಸವನಹುಳುಗಳು,ಬಸವನ ಹುಳುಗಳು ಬಸವನ ಹುಳುಗಳು,1,22
ಸಾರಿನಲ್ಲಿಬಾವಲಿಅಯ್ಯಯ್ಯೋ,ಸಾರಿನಲ್ಲಿ ಬಾವಲಿ ಅಯ್ಯಯ್ಯೋ,1,22
ತಲೆಗೂದಲ್ಲಿನೇತಾಡುವುದೇನು,ತಲೆಗೂದಲ್ಲಿನೇತಾಡುವುದೇನು,1,22
ಅದೇಕೋಚಿಂತೆಯಾಯಿತುಏನಿಲ್ಲ,ಅದೇಕೋಚಿಂತೆಯಾಯಿತು ಏನಿಲ್ಲ,1,22
ಮಾತನಾಡುವುದುಕೇಳದಿರುವುದೇ,ಮಾತನಾಡುವುದು ಕೇಳದಿರುವುದೇ,1,22
ಎಂದುಕೊಳ್ಳುತ್ತಿತ್ತುಹುಲಿ,ಎಂದು ಕೊಳ್ಳುತ್ತಿತ್ತು ಹುಲಿ,1,22
ಸಹಾಯಮಾಡುತ್ತಾಳೆಮನೆಯಲ್ಲಿ,ಸಹಾಯ ಮಾಡುತ್ತಾಳೆ ಮನೆಯಲ್ಲಿ,1,22
ತುಂಬಿಕೊಳ್ಳುತ್ತದೆಆಳಕ್ಕೆ,ತುಂಬಿ ಕೊಳ್ಳುತ್ತದೆ ಆಳಕ್ಕೆ,1,22
ತಿನ್ನುತ್ತಿತ್ತುಜೇಡವೊಂದು,ತಿನ್ನುತ್ತಿತ್ತು ಜೇಡವೊಂದು,1,22
ಪರಿವರ್ತನೆಗೊಳ್ಳುವುದಿಲ್ಲ,ಪರಿವರ್ತನೆಗೊಳ್ಳುವುದಿಲ್ಲ,1,22
ಸೇರಿಸಿಕೊಳ್ಳುತ್ತಿರಲಿಲ್ಲ,ಸೇರಿಸಿಕೊಳ್ಳುತ್ತಿರಲಿಲ್ಲ,1,22
ಖಚಿತಪಡಿಸಿಕೊಳ್ಳಬೇಕಿತ್ತು,ಖಚಿತ ಪಡಿಸಿ ಕೊಳ್ಳಬೇಕಿತ್ತು,1,22
ಟೊಂಯ್ಣ್‌ಟ್ವಾಂಗ್‌ಟೋಂಗ್‌,ಟೊಂಯ್ಣ್‌ಟ್ವಾಂಗ್‌ಟೋಂಗ್‌,1,22
ಸುರಕ್ಷಿತವಾಗಿರಿಸಿಕೊಳ್ಳಿ,ಸುರಕ್ಷಿತವಾಗಿರಿಸಿ ಕೊಳ್ಳಿ,1,22
ಆಮ್‌ಸ್ಟರ್‌ಡ್ಯಾಮ್‌ನಲ್ಲಿ,ಆಮ್‌ಸ್ಟರ್‌ಡ್ಯಾಮ್‌ನಲ್ಲಿ,2,22
ಮಕ್ಕಳಿಗೋಕುಳಿಯಾಟವನಾಡಿದೆ,ಮಕ್ಕಳಿ ಗೋಕುಳಿಯಾಟವನಾಡಿದೆ,1,22
ಸಿಂಗರಿಸಿಕೊಳ್ಳುವುದೆಂದರೆ,ಸಿಂಗರಿಸಿಕೊಳ್ಳುವುದೆಂದರೆ,1,22
ಚಕ್ರಗಳನ್ನುಗಾಲಿಕುರ್ಚಿಗೆ,ಚಕ್ರಗಳನ್ನುಗಾಲಿ ಕುರ್ಚಿಗೆ,1,22
ಬೈಸಿಕೊಳ್ಳುತ್ತಿರುತ್ತಾಳೆ,ಬೈಸಿಕೊಳ್ಳುತ್ತಿರುತ್ತಾಳೆ,1,22
ನಿರ್ಧಾರತೆಗೆದುಕೊಳ್ಳುವಾಗ,ನಿರ್ಧಾರ ತೆಗೆದುಕೊಳ್ಳುವಾಗ,1,22
ಪಡೆಯುತ್ತಾರೆmಗ್ವಾಲಿಯರ್‌,ಪಡೆಯುತ್ತಾರೆ ಗ್ವಾಲಿಯರ್‌,1,22
ಕುಳಿತುಕೊಂಡಿರುತ್ತಿದ್ದರು,ಕುಳಿತುಕೊಂಡಿರುತ್ತಿದ್ದರು,1,22
ಸುತ್ತುವರೆದಿರುತ್ತಿದ್ದರು,ಸುತ್ತುವರೆದಿರುತ್ತಿದ್ದರು,1,22
ಸ್ವಾಗತಿಸುತ್ತಿದ್ದುದನ್ನು,ಸ್ವಾಗತಿ ಸುತ್ತಿದ್ದುದನ್ನು,1,22
ನೇಯುತ್ತಿದ್ದರುಕಸ್ತೂರ್ಬಾ,ನೇಯುತ್ತಿದ್ದರು ಕಸ್ತೂರ್ಬಾ,1,22
ಕಾಯುತ್ತಿರುತ್ತವೆರಭಾಕುಮಾ,ಕಾಯುತ್ತಿರುತ್ತವೆ ರಭಾಕುಮಾ,1,22
ಕತ್ತರಿಸುತ್ತಾರೆಬಂಧನದಿಂದ,ಕತ್ತರಿಸುತ್ತಾರೆ ಬಂಧನದಿಂದ,1,22
